countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
10,male,48,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,56699,0,56699
10,female,41,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,18225,0,18225
0,female,55,"married, spouse present",white,maine,coverage,private coverage,grade 12,38474,0,38474
0,male,21,"single, never married",white,maine,coverage,private coverage,1 year of college,10125,0,10125
110,male,70,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,75936,0,75936
110,female,67,"married, spouse present",white,out of state,coverage,no private coverage,4 years of college,0,2025,2025
0,male,51,divorced,white,maine,coverage,private coverage,5+ years of college,24300,0,24300
10,male,69,"married, spouse present",white,maine,coverage,no private coverage,grade 12,54674,0,54674
0,female,33,"single, never married",white,out of state,coverage,private coverage,grade 12,32399,0,32399
0,female,48,divorced,white,maine,no coverage,no private coverage,grade 12,15795,0,15795
0,male,18,"single, never married",white,maine,no coverage,no private coverage,grade 10,3544,0,3544
190,male,46,divorced,white,out of state,coverage,private coverage,2 years of college,50624,0,50624
0,female,55,widowed,white,maine,coverage,private coverage,grade 12,0,18225,18225
0,female,68,"single, never married",white,out of state,coverage,no private coverage,5+ years of college,6075,0,6075
0,male,60,"married, spouse present",white,maine,coverage,private coverage,2 years of college,43537,0,43537
0,male,55,divorced,white,maine,no coverage,no private coverage,1 year of college,42929,0,42929
0,female,59,widowed,white,maine,coverage,private coverage,grade 12,30375,0,30375
0,female,26,"married, spouse present",white,maine,coverage,private coverage,2 years of college,19440,0,19440
0,male,30,"married, spouse present",white,maine,coverage,private coverage,2 years of college,35437,0,35437
0,female,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,36449,0,36449
0,male,49,"married, spouse present",white,maine,coverage,private coverage,grade 12,34424,0,34424
0,male,26,"single, never married",white,out of state,coverage,private coverage,1 year of college,20250,0,20250
0,male,36,"married, spouse present",white,out of state,coverage,private coverage,grade 12,40499,0,40499
0,female,60,"married, spouse present",white,maine,coverage,private coverage,2 years of college,5062,0,5062
0,male,45,"married, spouse present",white,maine,coverage,private coverage,1 year of college,34526,0,34526
0,male,58,"married, spouse absent",biracial,out of state,coverage,private coverage,5+ years of college,46574,0,46574
0,female,38,"single, never married",white,maine,coverage,private coverage,1 year of college,25312,0,25312
0,female,51,"married, spouse present",white,maine,no coverage,no private coverage,2 years of college,38474,0,38474
0,female,61,divorced,white,maine,coverage,private coverage,4 years of college,52649,0,52649
0,male,32,"single, never married",white,out of state,coverage,private coverage,grade 12,40499,0,40499
0,male,34,"married, spouse present",white,out of state,no coverage,no private coverage,grade 12,4556,0,4556
10,male,41,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,45562,0,45562
10,female,41,"married, spouse present",white,maine,coverage,private coverage,4 years of college,69861,0,69861
0,male,26,"married, spouse present",white,maine,coverage,no private coverage,1 year of college,60749,0,60749
0,male,24,"single, never married",white,out of state,coverage,private coverage,4 years of college,17718,0,17718
0,female,47,"married, spouse present",white,out of state,coverage,private coverage,grade 12,37867,0,37867
0,male,33,"single, never married",white,out of state,coverage,private coverage,4 years of college,0,30375,30375
0,male,47,"single, never married",white,maine,coverage,private coverage,grade 12,0,199459,199459
0,female,49,divorced,white,maine,no coverage,no private coverage,grade 12,19237,0,19237
0,male,45,divorced,white,maine,no coverage,no private coverage,grade 12,27742,0,27742
10,male,66,divorced,white,maine,coverage,private coverage,grade 12,54674,0,54674
110,female,35,"single, never married",white,maine,coverage,private coverage,4 years of college,61761,0,61761
110,male,49,divorced,white,maine,no coverage,no private coverage,4 years of college,39487,0,39487
0,male,49,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,65811,0,65811
0,male,50,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,75936,0,75936
0,male,36,"single, never married",white,out of state,coverage,private coverage,grade 12,13669,0,13669
0,male,51,"married, spouse present",white,maine,coverage,private coverage,4 years of college,62774,0,62774
0,female,48,"married, spouse present",white,maine,coverage,private coverage,4 years of college,72899,0,72899
0,female,21,"single, never married",white,maine,coverage,private coverage,grade 12,23793,0,23793
190,female,22,"married, spouse present",white,maine,coverage,private coverage,4 years of college,6581,0,6581
190,male,22,"married, spouse present",white,maine,coverage,private coverage,4 years of college,7594,0,7594
0,female,29,"single, never married",white,out of state,coverage,private coverage,4 years of college,26223,0,26223
0,female,34,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,54674,0,54674
0,male,32,"married, spouse present",white,out of state,coverage,private coverage,grade 12,0,30375,30375
0,female,50,"married, spouse present",white,maine,coverage,private coverage,grade 12,52649,0,52649
0,male,52,"married, spouse present",white,maine,coverage,private coverage,grade 12,20351,0,20351
0,male,22,"single, never married",white,maine,no coverage,no private coverage,grade 12,0,6075,6075
0,female,54,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,64799,0,64799
0,male,64,"married, spouse present",white,maine,coverage,private coverage,1 year of college,40499,0,40499
0,female,60,widowed,white,maine,coverage,private coverage,grade 12,0,46574,46574
0,female,61,widowed,white,maine,coverage,private coverage,4 years of college,50624,0,50624
0,male,23,"single, never married",white,maine,coverage,private coverage,4 years of college,20250,0,20250
0,female,22,"single, never married",white,maine,coverage,private coverage,4 years of college,5062,0,5062
0,male,51,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,40499,2025,42524
0,female,49,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,30375,0,30375
0,female,36,divorced,white,maine,coverage,private coverage,grade 12,53662,0,53662
0,male,42,"single, never married",white,maine,coverage,private coverage,grade 12,27337,0,27337
110,female,51,divorced,white,maine,coverage,private coverage,grade 12,45562,0,45562
0,female,68,"married, spouse present",white,maine,coverage,private coverage,grade 12,35437,0,35437
0,male,69,"married, spouse present",white,maine,coverage,private coverage,grade 12,35437,0,35437
0,female,44,divorced,white,out of state,coverage,private coverage,grade 12,20250,0,20250
0,male,25,"single, never married",biracial,out of state,coverage,no private coverage,grade 12,8100,0,8100
0,female,63,"married, spouse present",white,maine,no coverage,no private coverage,2 years of college,29666,0,29666
0,male,64,"married, spouse present",white,out of state,coverage,no private coverage,2 years of college,23287,0,23287
190,male,70,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,27843,0,27843
190,female,69,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,11644,0,11644
0,female,58,divorced,biracial,maine,coverage,private coverage,grade 12,20250,0,20250
0,male,35,"single, never married",biracial,maine,no coverage,no private coverage,grade 12,10530,0,10530
0,female,29,divorced,white,maine,coverage,no private coverage,grade 11,6075,0,6075
190,male,40,divorced,white,out of state,no coverage,no private coverage,2 years of college,176172,0,176172
190,male,21,"single, never married",white,maine,no coverage,no private coverage,1 year of college,5062,0,5062
110,male,63,"married, spouse present",white,maine,coverage,private coverage,grade 12,40499,0,40499
110,female,57,"married, spouse present",white,maine,coverage,private coverage,grade 12,36449,0,36449
0,male,56,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,47890,0,47890
0,female,61,"married, spouse present",Other Asian,out of state,coverage,private coverage,grade 12,36449,0,36449
0,male,59,divorced,white,maine,coverage,private coverage,1 year of college,105298,0,105298
0,female,63,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,35437,0,35437
0,male,68,"married, spouse present",white,maine,coverage,no private coverage,grade 12,25312,3037,28349
0,male,38,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,106311,0,106311
0,female,34,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,79986,0,79986
190,male,51,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,35437,0,35437
190,female,58,"married, spouse absent",native american,out of state,coverage,private coverage,4 years of college,25312,0,25312
190,male,32,"single, never married",native american,maine,coverage,private coverage,1 year of college,26325,0,26325
190,female,34,"single, never married",white,maine,coverage,private coverage,5+ years of college,35437,0,35437
